,Comments,Domain,SUB-DOMAIN,SENTIMENT
263,"I feel that the benefits of group work are negligible as they don't simulate real life collaboration at all. However, that doesn't really matter. If we have to do group work, then we have to do group work.",OUTCOMES,Further Learning,positive
264,"I feel that the benefits of group work are negligible as they don't simulate real life collaboration at all. However, that doesn't really matter. If we have to do group work, then we have to do group work.",COURSE/UNIT DESIGN,Structure and expectations,positive
265,"I feel that the benefits of group work are negligible as they don't simulate real life collaboration at all. However, that doesn't really matter. If we have to do group work, then we have to do group work.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),positive
266,"I feel that the benefits of group work are negligible as they don't simulate real life collaboration at all. However, that doesn't really matter. If we have to do group work, then we have to do group work.",COURSE/UNIT DESIGN,Practical-theory links,positive
267,"I feel that the benefits of group work are negligible as they don't simulate real life collaboration at all. However, that doesn't really matter. If we have to do group work, then we have to do group work.",OUTCOMES,Work application/ career,positive
268,"I feel that the benefits of group work are negligible as they don't simulate real life collaboration at all. However, that doesn't really matter. If we have to do group work, then we have to do group work.",OUTCOMES,Interpersonal,positive
269,"I feel that the benefits of group work are negligible as they don't simulate real life collaboration at all. However, that doesn't really matter. If we have to do group work, then we have to do group work.",OUTCOMES,Personal,positive
270,I felt this unit was taught at an undergraduate level and did not learn anything new. I did not get the value I would have liked from a post graduate unit.,COURSE/UNIT DESIGN,Flexibility/ responsiveness,positive
271,I felt this unit was taught at an undergraduate level and did not learn anything new. I did not get the value I would have liked from a post graduate unit.,COURSE/UNIT DESIGN,Structure and expectations,positive
272,I felt this unit was taught at an undergraduate level and did not learn anything new. I did not get the value I would have liked from a post graduate unit.,COURSE/UNIT DESIGN,Relevance (to work/life/discipline),positive
